id,city,number_of_rooms,area,price,years_of_construction,have_balcony,have_garage,rating,category
5488,Marseille,1,60,237311,2015,0,0,2.5,medium
5489,Marseille,2,72,420587,2009,1,0,3.5999999999999996,high
5490,Marseille,2,91,321941,2017,1,0,3.3999999999999995,medium
5491,Marseille,4,167,355024,2011,0,0,2.8999999999999995,low
5492,Marseille,3,129,810167,2018,1,0,4.199999999999999,high
5493,Lyon,2,88,423042,2011,1,1,3.5,low
5494,Marseille,1,99,387651,2006,1,0,2.5,medium
5495,Paris,2,74,797131,2021,0,0,3.8,medium
5496,Paris,2,61,915336,2020,0,0,4.3,high
5497,Lyon,2,50,327303,2011,1,0,4.0,high
5498,Marseille,2,106,419743,2018,1,0,3.6999999999999993,medium
5499,Lyon,1,55,323046,2022,1,0,3.5,medium
5500,Paris,1,62,875205,2023,1,0,4.3,high
5501,Paris,1,36,513499,2017,0,0,3.7,high
5502,Marseille,1,62,256680,2015,1,0,2.8,medium
5503,Marseille,2,148,260998,2005,0,0,2.3,low
5504,Paris,1,25,196543,2018,0,0,3.2,medium
5505,Paris,2,89,1058071,2020,0,0,4.3,high
5506,Lyon,1,54,237271,2005,0,0,2.6000000000000005,medium
5507,Lyon,3,102,672401,2021,1,1,4.6,medium
5508,Lyon,2,85,589413,2021,1,1,4.3,medium
5509,Marseille,3,127,600457,2010,1,1,3.8999999999999995,medium
5510,Lyon,2,68,372036,2023,0,0,3.5,medium
5511,Lyon,3,105,601534,2019,0,0,3.8,medium
5512,Marseille,2,72,450071,2022,1,0,3.8999999999999995,high
5513,Paris,1,72,1051026,2017,1,0,4.3,high
5514,Paris,1,73,911880,2021,0,0,4.0,high
5515,Paris,1,71,949452,2023,1,0,4.3,high
5516,Paris,2,84,981347,2020,0,0,4.3,high
5517,Paris,2,68,685273,2008,0,0,3.5,medium
5518,Paris,2,55,547342,2009,1,0,3.8,medium
5519,Paris,3,100,1056865,2009,1,0,3.8,medium
5520,Marseille,3,124,369452,2009,0,1,3.0999999999999996,low
5521,Lyon,2,88,503550,2012,1,1,4.0,medium
5522,Marseille,4,171,771962,2023,1,0,3.999999999999999,medium
5523,Lyon,2,109,579605,2011,0,1,4.0,medium
5524,Paris,1,69,641035,2007,0,0,2.9000000000000004,medium
5525,Marseille,1,60,285871,2022,0,0,3.3,high
5526,Lyon,2,123,544098,2008,0,0,3.5,medium
5527,Marseille,3,111,517280,2024,1,1,4.199999999999999,medium
5528,Lyon,2,93,473494,2014,1,1,4.0,medium
5529,Lyon,2,51,224556,2021,0,0,3.5,medium
5530,Marseille,2,62,268582,2005,0,0,2.5,medium
5531,Lyon,2,129,609936,2022,1,0,4.1,medium
5532,Paris,2,92,1208840,2020,1,0,4.6,high
5533,Marseille,2,74,305356,2013,0,0,2.8,medium
5534,Lyon,2,103,533696,2021,0,0,3.8,medium
5535,Marseille,2,88,327676,2014,0,0,2.8,medium
5536,Paris,2,78,768431,2012,0,0,3.5,medium
5537,Marseille,1,73,453037,2016,1,0,3.5999999999999996,high
5538,Lyon,2,106,376258,2008,1,0,3.3,low
5539,Marseille,1,63,217761,2007,1,0,2.5,medium
5540,Lyon,1,94,369746,2006,1,1,2.9000000000000004,low
5541,Lyon,2,81,685123,2018,1,0,4.3,high
5542,Paris,2,89,869737,2007,0,0,3.2,medium
5543,Paris,1,37,465198,2013,0,0,3.4000000000000004,high
5544,Marseille,2,60,304174,2024,0,0,3.5999999999999996,high
5545,Paris,1,81,1027202,2017,0,0,4.0,high
5546,Paris,1,66,926727,2022,0,0,4.0,high
5547,Marseille,3,108,558563,2019,1,1,4.199999999999999,medium
5548,Paris,1,66,864242,2020,1,0,4.3,high
5549,Paris,1,67,868589,2019,0,0,4.0,high
5550,Lyon,2,50,203530,2008,1,0,3.0,low
5551,Paris,2,57,497734,2005,0,0,3.2,medium
5552,Marseille,1,60,310756,2020,0,0,3.3,high
5553,Paris,2,81,964624,2019,1,0,4.1,medium
5554,Marseille,1,87,561497,2019,1,1,4.1,high
5555,Paris,1,43,349588,2023,0,0,3.5,medium
5556,Marseille,1,89,517230,2024,0,1,3.8,high
5557,Marseille,3,138,727606,2010,1,0,3.8999999999999995,high
5558,Lyon,3,100,481820,2005,0,0,2.9000000000000004,medium
5559,Marseille,1,83,285209,2012,1,1,2.8,low
5560,Lyon,3,138,685711,2013,0,1,4.0,medium
5561,Marseille,2,108,452254,2013,1,1,3.8999999999999995,medium
5562,Lyon,2,90,507465,2022,1,0,3.8,medium
5563,Marseille,2,74,243778,2009,0,0,2.8,medium
5564,Lyon,1,72,262564,2007,1,0,2.4000000000000004,low
5565,Lyon,1,50,256119,2009,1,0,3.2,medium
5566,Marseille,3,103,405722,2007,1,1,3.5999999999999996,medium
5567,Marseille,3,126,531889,2008,1,1,3.8999999999999995,medium
5568,Lyon,2,69,463790,2015,0,0,3.7,high
5569,Paris,2,59,563903,2011,0,0,3.5,medium
5570,Marseille,1,93,481845,2019,1,1,3.5999999999999996,medium
5571,Marseille,2,123,426226,2015,0,1,3.0999999999999996,low
5572,Marseille,2,63,251328,2013,0,0,2.8,medium
5573,Paris,3,100,896546,2013,1,1,3.8,low
5574,Marseille,1,76,440314,2019,1,0,3.5999999999999996,high
5575,Paris,2,52,544493,2013,0,0,3.5,medium
5576,Paris,1,64,704733,2019,0,0,3.5,medium
5577,Marseille,1,79,456459,2019,0,0,3.3,high
5578,Lyon,2,51,310112,2021,0,0,4.0,high
5579,Lyon,3,101,550014,2007,1,1,4.0,medium
5580,Marseille,2,95,580599,2021,1,1,4.3999999999999995,high
5581,Paris,1,41,484173,2017,0,0,4.0,high
5582,Lyon,1,58,180620,2005,1,0,2.4000000000000004,low
5583,Lyon,1,56,447310,2023,1,0,4.0,high
5584,Lyon,2,50,302361,2015,1,0,3.5,medium
5585,Marseille,2,80,308986,2009,1,0,3.0999999999999996,medium
5586,Marseille,2,144,569017,2015,0,1,3.5999999999999996,medium
5587,Marseille,2,85,181840,2007,0,1,2.5,low
5588,Lyon,2,65,441729,2022,0,0,4.0,high
5589,Lyon,1,55,316447,2015,1,0,3.2,medium
5590,Marseille,4,150,948954,2021,1,0,4.499999999999999,high
5591,Paris,1,38,470272,2022,0,0,3.7,high
5592,Paris,2,84,792908,2005,0,1,3.7,medium
5593,Marseille,2,60,300767,2006,1,0,3.3,high
5594,Marseille,1,60,311254,2020,0,0,3.3,high
5595,Marseille,2,100,547500,2024,0,0,3.5999999999999996,high
5596,Marseille,2,96,303540,2016,0,1,3.0999999999999996,low
5597,Paris,2,66,918415,2016,0,0,4.3,high
5598,Marseille,2,117,776970,2021,0,0,1.3999999999999997,scam
5599,Lyon,1,86,501130,2005,1,1,3.4000000000000004,medium
5600,Lyon,1,62,411098,2009,1,0,3.7,high
5601,Marseille,2,75,332355,2011,1,0,3.0999999999999996,medium
5602,Lyon,2,50,215056,2006,0,0,2.9000000000000004,medium
5603,Paris,1,38,402628,2020,0,0,3.2,medium
5604,Paris,1,95,898822,2014,1,0,3.5,medium
5605,Paris,2,60,676085,2015,0,0,4.0,high
5606,Paris,1,38,376834,2013,0,0,2.9000000000000004,medium
5607,Lyon,2,70,555880,2007,0,0,3.4000000000000004,high
5608,Paris,2,86,1113752,2018,1,0,4.6,high
5609,Lyon,2,50,423748,2017,0,0,4.0,high
5610,Marseille,2,145,564696,2011,1,0,3.3999999999999995,medium
5611,Paris,1,72,847777,2010,0,0,3.7,high
5612,Lyon,2,61,307649,2008,0,0,3.2,medium
5613,Lyon,1,50,282434,2024,0,0,3.2,medium
5614,Paris,1,74,988501,2014,1,0,4.0,high
5615,Lyon,1,88,637625,2020,0,1,4.2,high
5616,Lyon,1,62,281258,2016,0,0,3.2,medium
5617,Lyon,2,75,527815,2024,1,0,4.3,high
5618,Lyon,1,62,385667,2010,1,0,3.2,medium
5619,Paris,3,100,1479430,2012,0,0,4.0,high
5620,Lyon,2,100,740481,2009,1,1,4.0,medium
5621,Paris,2,77,860806,2011,0,0,4.0,high
5622,Paris,1,50,691967,2023,0,0,4.0,high
5623,Paris,1,33,297876,2010,0,0,2.9000000000000004,medium
5624,Lyon,2,106,358647,2009,1,0,3.3,low
5625,Lyon,1,50,218020,2016,0,0,3.2,medium
5626,Paris,1,38,375998,2005,0,0,2.6000000000000005,medium
5627,Paris,3,100,1244156,2021,1,0,4.6,high
5628,Paris,2,52,682774,2020,1,0,4.6,high
5629,Paris,2,58,515280,2006,0,0,3.2,medium
5630,Marseille,2,139,403911,2013,1,0,2.8999999999999995,low
5631,Marseille,3,112,508333,2010,0,1,3.5999999999999996,medium
5632,Marseille,3,151,846159,2015,1,1,3.8999999999999995,medium
5633,Lyon,3,105,614824,2009,0,1,4.0,medium
5634,Marseille,2,81,312602,2016,1,0,3.3999999999999995,medium
5635,Paris,1,71,751868,2014,0,0,3.2,medium
5636,Lyon,1,67,341522,2019,0,0,3.2,medium
5637,Lyon,2,58,268184,2012,0,0,3.2,medium
5638,Paris,2,76,1108041,2020,1,0,4.6,high
5639,Paris,2,63,703015,2010,0,0,4.0,high
5640,Lyon,1,81,431736,2005,0,1,3.1000000000000005,medium
5641,Marseille,3,111,355953,2017,0,1,3.3999999999999995,low
5642,Lyon,1,50,231587,2007,0,0,2.6000000000000005,medium
5643,Marseille,3,144,741740,2023,1,1,4.199999999999999,medium
5644,Paris,1,43,600093,2011,0,0,3.7,high
5645,Marseille,1,60,279922,2017,0,0,3.3,high
5646,Marseille,1,60,272088,2018,0,0,3.3,high
5647,Marseille,2,105,448287,2013,1,0,3.3999999999999995,medium
5648,Paris,1,68,547490,2008,0,0,3.2,medium
5649,Lyon,1,50,348968,2011,0,0,3.4000000000000004,high
5650,Lyon,2,50,304676,2018,0,0,4.0,high
5651,Paris,2,62,599670,2009,0,0,3.5,medium
5652,Marseille,2,146,465661,2007,0,0,2.8,medium
5653,Paris,1,65,644966,2007,1,0,3.2,medium
5654,Marseille,2,68,294597,2022,1,0,3.3999999999999995,medium
5655,Lyon,2,92,569874,2011,0,0,3.7,high
5656,Marseille,3,142,682223,2014,1,1,3.8999999999999995,medium
5657,Marseille,3,171,514744,2022,1,0,3.1999999999999993,low
5658,Lyon,2,66,502602,2023,0,0,4.0,high
5659,Lyon,2,82,443405,2014,0,1,3.7,medium
5660,Paris,1,58,566593,2009,0,0,3.2,medium
5661,Lyon,2,50,338246,2017,1,0,4.3,high
5662,Lyon,1,57,361050,2024,0,0,3.7,high
5663,Lyon,1,51,321975,2019,0,0,3.7,high
5664,Lyon,2,141,889148,2005,1,1,4.0,medium
5665,Lyon,1,90,516817,2015,1,1,3.7,medium
5666,Marseille,2,71,186777,2015,1,0,2.5999999999999996,low
5667,Lyon,1,75,534095,2013,0,0,3.4000000000000004,high
5668,Marseille,2,112,767399,2020,0,0,1.3999999999999997,scam
5669,Marseille,1,65,304942,2015,1,0,2.8,medium
5670,Lyon,2,93,387644,2006,0,0,2.9000000000000004,medium
5671,Paris,3,100,954833,2009,1,0,3.8,medium
5672,Lyon,1,67,342002,2010,1,0,3.2,medium
5673,Marseille,1,81,458797,2018,0,1,3.8,high
5674,Lyon,1,76,329442,2007,0,0,2.6000000000000005,medium
5675,Marseille,2,109,436770,2011,1,1,3.8999999999999995,medium
5676,Marseille,1,92,418409,2012,0,0,3.0,high
5677,Paris,2,86,851002,2014,0,0,3.5,medium
5678,Marseille,2,148,631453,2005,1,0,3.0999999999999996,medium
5679,Lyon,1,76,593152,2018,1,0,4.0,high
5680,Lyon,2,58,361872,2018,0,0,4.0,high
5681,Lyon,1,63,304743,2006,0,0,2.6000000000000005,medium
5682,Paris,1,51,531777,2011,0,0,3.2,medium
5683,Lyon,1,84,564010,2021,1,1,4.0,medium
5684,Marseille,2,121,704312,2023,1,0,4.199999999999999,high
5685,Lyon,1,88,711508,2019,1,0,4.0,high
5686,Paris,1,81,1126958,2018,0,0,4.0,high
5687,Paris,1,70,949101,2014,1,0,4.0,high
5688,Lyon,2,59,263277,2012,0,0,3.2,medium
5689,Paris,1,29,290996,2009,0,0,2.9000000000000004,medium
5690,Marseille,3,117,499203,2008,1,1,3.8999999999999995,medium
5691,Paris,2,75,1024419,2022,0,0,4.3,high
5692,Paris,1,91,925335,2015,0,0,3.2,medium
5693,Lyon,1,50,409259,2022,1,0,4.0,high
5694,Lyon,2,50,243557,2020,1,0,3.8,medium
5695,Paris,1,49,559089,2020,0,0,4.0,high
5696,Marseille,1,80,335017,2007,1,0,2.5,medium
5697,Marseille,3,120,407881,2005,1,0,3.0999999999999996,medium
5698,Lyon,3,122,674089,2010,1,0,3.8,medium
5699,Lyon,1,64,489063,2023,1,0,4.0,high
5700,Lyon,2,50,332211,2016,0,0,4.0,high
5701,Lyon,1,50,271062,2016,0,0,3.2,medium
5702,Lyon,1,77,241466,2009,1,0,2.7,low
5703,Lyon,2,50,435540,2023,0,0,1.5000000000000002,scam
5704,Paris,1,65,785838,2021,0,0,4.0,high
5705,Lyon,3,109,812782,2015,0,1,4.5,high
5706,Marseille,1,60,313580,2019,0,0,3.3,high
5707,Marseille,1,67,206735,2005,0,0,2.2,medium
5708,Marseille,1,60,334335,2008,1,0,3.3,high
5709,Paris,1,45,383086,2007,0,0,2.9000000000000004,medium
5710,Marseille,2,60,236940,2021,1,0,3.3999999999999995,medium
5711,Marseille,1,64,216618,2007,0,0,2.2,medium
5712,Paris,3,100,1026060,2013,0,0,3.5,medium
5713,Marseille,2,69,321370,2013,1,0,3.0999999999999996,medium
5714,Marseille,2,99,404859,2008,1,1,3.5999999999999996,medium
5715,Paris,1,65,926026,2016,0,0,4.0,high
5716,Paris,2,71,943360,2023,0,0,4.3,high
5717,Marseille,1,60,319709,2022,1,0,3.5999999999999996,high
5718,Marseille,2,128,631711,2016,1,1,4.199999999999999,medium
5719,Lyon,3,120,698371,2005,1,1,4.0,medium
5720,Paris,1,73,1047937,2024,0,0,4.0,high
5721,Paris,1,52,643794,2022,1,0,4.3,high
5722,Marseille,1,87,459537,2023,0,1,3.8,high
5723,Paris,2,78,904846,2022,1,0,4.1,medium
5724,Marseille,1,89,350743,2012,0,1,3.0,medium
5725,Paris,1,67,823874,2023,0,0,4.0,high
5726,Marseille,2,74,347377,2015,0,0,3.3,high
5727,Paris,1,55,522557,2008,0,0,3.2,medium
5728,Lyon,1,97,665031,2024,0,1,3.7,medium
5729,Lyon,1,62,358206,2005,1,0,2.9000000000000004,medium
5730,Marseille,2,120,570349,2017,1,1,4.199999999999999,medium
5731,Lyon,2,104,519532,2008,0,1,4.0,medium
5732,Marseille,2,106,482550,2005,1,1,3.5999999999999996,medium
5733,Paris,1,43,443737,2024,0,0,3.5,medium
5734,Marseille,1,86,421675,2019,1,1,3.5999999999999996,medium
5735,Marseille,2,122,499640,2019,1,0,3.6999999999999993,medium
5736,Marseille,2,80,384194,2024,1,0,3.3999999999999995,medium
5737,Paris,1,66,856488,2020,0,0,4.0,high
5738,Lyon,2,50,200161,2014,1,0,3.0,low
5739,Marseille,4,180,734280,2010,0,0,3.3999999999999995,medium
5740,Lyon,1,91,654356,2009,1,1,3.7,medium
5741,Paris,1,91,862531,2009,0,1,3.7,medium
5742,Paris,2,63,596560,2007,1,0,3.5,medium
5743,Paris,1,46,630140,2024,0,0,4.0,high
5744,Marseille,4,180,730181,2018,1,0,3.999999999999999,medium
5745,Paris,1,40,550817,2014,0,0,3.7,high
5746,Lyon,2,135,671720,2016,1,1,4.1,low
5747,Lyon,1,64,413018,2010,1,0,3.7,high
5748,Lyon,3,101,419437,2005,0,1,3.2,low
5749,Lyon,1,50,234317,2013,0,0,2.9000000000000004,medium
5750,Paris,1,20,206616,2014,0,0,2.9000000000000004,medium
5751,Lyon,2,85,621298,2015,1,0,4.0,high
5752,Lyon,2,74,356326,2005,1,0,3.2,medium
5753,Paris,2,70,1169220,2019,0,0,1.8,scam
5754,Lyon,2,64,377622,2022,1,0,3.8,medium
5755,Lyon,2,102,699874,2019,1,0,4.6,high
5756,Paris,1,76,772644,2009,0,0,3.2,medium
5757,Marseille,2,65,273471,2020,0,0,3.0999999999999996,medium
5758,Marseille,1,60,238443,2008,1,0,2.8,medium
5759,Paris,1,84,763905,2005,0,0,2.9000000000000004,medium
5760,Lyon,2,99,557626,2014,0,0,3.2,medium
5761,Paris,1,82,1141678,2015,0,1,4.2,high
5762,Paris,1,69,718732,2011,1,0,3.5,medium
5763,Marseille,2,60,229407,2007,1,0,2.8,medium
5764,Paris,1,98,1407860,2019,1,0,4.3,high
5765,Paris,2,73,1019908,2014,0,0,4.0,high
5766,Marseille,2,67,272744,2021,0,0,3.0999999999999996,medium
5767,Lyon,1,60,292137,2007,0,0,2.6000000000000005,medium
5768,Lyon,3,101,612948,2016,0,1,4.3,medium
5769,Paris,1,91,922421,2024,0,0,3.5,medium
5770,Marseille,4,153,679731,2015,1,0,3.6999999999999993,medium
5771,Paris,2,53,701085,2024,0,0,4.3,high
5772,Marseille,2,114,460473,2016,1,0,3.6999999999999993,medium
5773,Lyon,2,67,508830,2023,1,0,4.3,high
5774,Marseille,2,71,286865,2024,1,0,3.3999999999999995,medium
5775,Marseille,3,172,846602,2023,1,0,4.199999999999999,high
5776,Lyon,1,50,263378,2008,0,0,2.9000000000000004,medium
5777,Lyon,2,50,474549,2024,1,0,4.3,high
5778,Lyon,2,50,473218,2023,1,0,4.3,high
5779,Marseille,2,121,539171,2011,1,0,3.3999999999999995,medium
5780,Marseille,3,172,815047,2022,1,0,3.6999999999999993,medium
5781,Lyon,2,141,770309,2024,1,1,4.6,medium
5782,Lyon,2,78,392026,2015,0,0,3.2,medium
5783,Marseille,2,60,234857,2006,0,0,2.5,medium
5784,Paris,2,51,519578,2024,0,0,3.8,medium
5785,Paris,1,79,708848,2008,0,0,3.2,medium
5786,Lyon,2,55,378873,2024,1,0,4.3,high
5787,Marseille,2,84,374834,2016,1,0,3.3999999999999995,medium
5788,Marseille,1,98,464108,2007,1,0,2.5,medium
5789,Paris,1,90,888008,2011,0,0,3.2,medium
5790,Lyon,2,50,274253,2021,0,0,3.5,medium
5791,Paris,2,63,586371,2013,0,0,3.5,medium
5792,Marseille,1,86,417019,2017,1,0,3.5999999999999996,high
5793,Marseille,1,60,246097,2022,1,0,3.0999999999999996,medium
5794,Marseille,2,122,613934,2009,0,1,3.5999999999999996,medium
5795,Marseille,2,60,249709,2013,0,0,2.8,medium
5796,Lyon,2,80,518840,2008,0,0,3.7,high
5797,Lyon,1,50,399390,2016,0,0,3.7,high
5798,Paris,1,28,300228,2013,0,0,2.9000000000000004,medium
5799,Marseille,3,110,472382,2015,1,0,3.3999999999999995,medium
5800,Paris,2,76,894395,2021,1,0,4.1,medium
5801,Marseille,3,180,526466,2014,1,0,2.8999999999999995,low
5802,Lyon,1,78,534627,2023,1,0,4.0,high
5803,Marseille,3,117,405395,2024,1,0,3.6999999999999993,medium
5804,Lyon,2,90,595652,2021,1,1,4.3,medium
5805,Paris,1,38,459920,2022,0,0,3.7,high
5806,Marseille,3,127,385644,2019,1,1,3.6999999999999993,low
5807,Paris,1,50,686556,2021,0,0,4.0,high
5808,Lyon,1,69,357986,2010,0,0,2.9000000000000004,medium
5809,Paris,1,43,424489,2017,0,0,3.5,medium
5810,Marseille,2,131,681435,2018,1,0,4.199999999999999,high
5811,Marseille,3,123,452246,2006,1,1,3.0999999999999996,low
5812,Lyon,2,96,402231,2007,1,1,3.2,low
5813,Marseille,2,60,369559,2015,0,0,3.3,high
5814,Lyon,2,80,452916,2012,1,0,3.5,medium
5815,Paris,1,70,931088,2010,0,0,3.7,high
5816,Lyon,2,130,892241,2022,1,0,4.6,high
5817,Lyon,3,101,361214,2014,0,0,3.0,low
5818,Lyon,1,75,422848,2015,1,0,3.2,medium
5819,Marseille,2,112,381644,2010,0,0,3.0999999999999996,medium
5820,Paris,1,42,601774,2018,0,0,4.0,high
5821,Paris,1,38,388088,2011,0,0,2.9000000000000004,medium
5822,Lyon,2,87,309197,2010,0,0,2.7,low
5823,Marseille,2,60,257060,2014,1,0,3.0999999999999996,medium
5824,Marseille,3,158,817502,2024,1,1,4.199999999999999,medium
5825,Lyon,1,50,196819,2006,0,0,2.6000000000000005,medium
5826,Lyon,1,64,324050,2023,0,0,3.2,medium
5827,Marseille,2,93,627835,2024,1,0,3.8999999999999995,high
5828,Lyon,1,77,469915,2018,1,0,3.5,medium
5829,Marseille,3,108,391663,2013,1,0,3.3999999999999995,medium
5830,Paris,2,95,1279199,2020,0,0,4.3,high
5831,Paris,2,79,929869,2012,0,0,4.0,high
5832,Lyon,2,50,342692,2019,0,0,4.0,high
5833,Marseille,2,60,329128,2016,1,0,3.8999999999999995,high
5834,Lyon,2,89,653343,2024,0,0,4.0,high
5835,Lyon,1,61,299362,2011,0,0,2.9000000000000004,medium
5836,Paris,1,59,770743,2017,0,0,4.0,high
5837,Marseille,2,130,483790,2009,1,0,3.3999999999999995,medium
5838,Paris,2,73,835308,2018,0,0,4.3,high
5839,Paris,1,67,700326,2019,0,0,3.5,medium
5840,Lyon,2,73,399616,2011,1,0,3.5,medium
5841,Lyon,3,104,542340,2022,1,1,4.6,medium
5842,Paris,2,71,835178,2012,0,0,4.0,high
5843,Lyon,1,66,486914,2023,1,0,4.0,high
5844,Lyon,1,50,184528,2005,1,0,2.4000000000000004,low
5845,Marseille,3,157,655908,2006,1,1,3.5999999999999996,medium
5846,Marseille,2,87,302249,2011,1,1,3.0999999999999996,low
5847,Marseille,1,60,343311,2015,1,0,3.3,high
5848,Paris,1,46,339712,2015,0,0,2.7,low
5849,Marseille,3,150,618966,2005,1,1,3.5999999999999996,medium
5850,Paris,1,51,630852,2021,0,0,4.0,high
5851,Lyon,1,61,326761,2021,1,0,3.5,medium
5852,Marseille,4,180,659337,2005,1,1,3.3999999999999995,low
5853,Paris,1,49,381540,2008,0,0,3.2,medium
5854,Marseille,2,104,459884,2012,1,0,3.3999999999999995,medium
5855,Lyon,2,50,293019,2008,0,0,3.7,high
5856,Marseille,3,120,568797,2019,0,0,3.8999999999999995,high
5857,Paris,2,97,675813,2009,0,1,3.5,low
5858,Lyon,2,90,578890,2023,1,1,4.3,medium
5859,Lyon,3,115,616418,2006,1,1,4.0,medium
5860,Lyon,2,61,451507,2020,0,0,4.0,high
5861,Marseille,2,60,269394,2006,1,0,2.8,medium
5862,Lyon,1,64,468468,2023,1,0,4.0,high
5863,Marseille,2,80,230405,2006,1,0,2.3,low
5864,Lyon,3,132,1041918,2023,1,0,4.6,high
5865,Lyon,2,77,478326,2012,0,0,3.7,high
5866,Paris,2,84,1182989,2021,0,0,4.3,high
5867,Lyon,2,64,484804,2016,1,0,4.3,high
5868,Marseille,1,89,425817,2023,1,1,3.5999999999999996,medium
5869,Paris,2,57,437264,2008,0,0,3.5,medium
5870,Paris,1,59,720779,2022,0,0,4.0,high
5871,Paris,1,20,184231,2015,0,0,2.9000000000000004,medium
5872,Lyon,2,50,221275,2012,0,0,3.2,medium
5873,Lyon,3,108,393401,2008,0,0,3.0,low
5874,Lyon,3,103,462366,2015,1,0,3.8,medium
5875,Lyon,1,75,297995,2005,0,0,2.6000000000000005,medium
5876,Marseille,2,81,423205,2015,1,1,3.5999999999999996,medium
5877,Lyon,1,82,472423,2009,0,1,3.4000000000000004,medium
5878,Marseille,2,64,189941,2011,0,0,2.8,medium
5879,Marseille,2,60,283788,2011,0,0,3.3,high
5880,Marseille,2,106,415947,2014,1,0,3.3999999999999995,medium
5881,Paris,1,63,568408,2012,0,0,3.2,medium
5882,Paris,2,56,566560,2022,0,0,3.8,medium
5883,Paris,1,55,694902,2016,0,0,4.0,high
5884,Marseille,2,113,431114,2009,1,0,3.3999999999999995,medium
5885,Marseille,2,103,432329,2011,1,0,3.3999999999999995,medium
5886,Lyon,2,57,370560,2007,0,0,3.4000000000000004,high
5887,Lyon,1,68,487654,2024,0,0,3.7,high
5888,Marseille,1,64,297050,2011,0,0,3.0,high
5889,Marseille,3,139,655197,2024,1,0,3.6999999999999993,medium
5890,Lyon,2,103,469984,2006,1,0,3.5,medium
5891,Paris,1,74,744811,2022,0,0,3.5,medium
5892,Marseille,2,83,500456,2022,0,0,3.5999999999999996,high
5893,Lyon,2,50,255052,2011,1,0,3.5,medium
5894,Lyon,2,67,271251,2008,0,0,3.2,medium
5895,Paris,1,25,269423,2019,0,0,3.2,medium
5896,Marseille,3,114,474324,2014,0,0,3.0999999999999996,medium
5897,Lyon,2,99,593858,2012,1,0,3.5,medium
5898,Paris,2,55,685822,2024,0,0,4.3,high
5899,Paris,1,36,442649,2020,0,0,3.7,high
5900,Marseille,2,60,172833,2005,0,0,1.9999999999999998,low
5901,Paris,2,100,909584,2010,0,0,3.5,medium
5902,Paris,1,46,609469,2012,0,0,3.7,high
5903,Marseille,2,141,580772,2013,1,0,3.3999999999999995,medium
5904,Marseille,2,118,396644,2015,1,1,3.3999999999999995,low
5905,Lyon,1,95,671255,2019,1,0,4.0,high
5906,Paris,1,63,727386,2015,0,0,3.7,high
5907,Marseille,3,114,665974,2020,1,0,4.199999999999999,high
5908,Marseille,3,123,679299,2019,1,1,4.199999999999999,medium
5909,Lyon,1,50,167080,2008,0,0,2.4000000000000004,low
5910,Marseille,4,167,632660,2011,0,0,3.3999999999999995,medium
5911,Marseille,2,127,621592,2011,0,1,3.5999999999999996,medium
5912,Lyon,3,101,789068,2016,1,1,5.0,high
5913,Lyon,3,103,483510,2005,0,0,3.2,medium
5914,Marseille,2,85,384879,2008,1,0,3.0999999999999996,medium
5915,Paris,2,61,871678,2019,0,0,4.3,high
5916,Lyon,2,54,272492,2011,1,0,3.5,medium
5917,Lyon,3,106,585858,2021,1,0,4.1,medium
5918,Marseille,4,159,748609,2017,0,1,4.199999999999999,medium
5919,Lyon,2,94,543291,2006,1,1,3.7,medium
5920,Paris,2,79,537590,2007,0,0,2.7,low
5921,Lyon,1,57,368493,2008,0,0,3.4000000000000004,high
5922,Marseille,1,65,210258,2015,0,0,2.5,medium
5923,Paris,1,63,845619,2024,1,0,4.3,high
5924,Marseille,2,124,452457,2009,0,0,3.0999999999999996,medium
5925,Lyon,1,95,642235,2014,1,0,3.7,high
5926,Paris,1,86,1017100,2016,0,1,4.0,medium
5927,Lyon,1,65,296400,2010,1,0,3.2,medium
5928,Paris,1,21,251917,2016,0,0,3.7,high
5929,Marseille,2,60,242909,2006,0,0,2.5,medium
5930,Lyon,1,50,339775,2021,1,0,4.0,high
5931,Marseille,2,130,535518,2007,1,0,3.0999999999999996,medium
5932,Paris,1,36,413731,2011,0,0,3.4000000000000004,high
5933,Paris,2,65,744345,2014,0,0,4.0,high
5934,Marseille,1,60,197333,2020,0,0,2.8,medium
5935,Lyon,2,50,296480,2005,1,0,3.2,medium
5936,Marseille,3,151,842946,2024,1,0,4.199999999999999,high
5937,Marseille,2,136,657664,2007,1,1,3.5999999999999996,medium
5938,Paris,2,89,698068,2007,0,0,3.2,medium
5939,Lyon,2,135,703288,2015,0,1,4.0,medium
5940,Lyon,2,58,276739,2009,1,0,3.5,medium
5941,Lyon,1,96,357582,2013,1,1,3.2,low
5942,Marseille,2,95,344365,2022,1,1,3.3999999999999995,low
5943,Marseille,1,60,377342,2024,0,0,3.3,high
5944,Marseille,2,92,547809,2021,0,0,3.5999999999999996,high
5945,Paris,2,74,806698,2008,0,0,3.5,medium
5946,Marseille,3,103,446754,2005,0,0,2.8,medium
5947,Paris,2,54,540128,2013,1,0,3.8,medium
5948,Lyon,1,50,400145,2023,0,0,3.7,high
5949,Marseille,2,147,979181,2020,1,1,4.699999999999999,high
5950,Paris,1,40,421683,2023,0,0,3.5,medium
5951,Paris,1,28,292109,2014,0,0,2.9000000000000004,medium
5952,Paris,2,76,555814,2006,0,0,2.7,low
5953,Lyon,2,65,419201,2012,0,0,3.7,high
